experiment_name,start_time,backend,batch_size,centers_size_gb,components_size_gb,cuml_accel_active,cuml_accel_error,cuml_accel_install_called,dataset,device,effective_batch_size,explained_variance_pct,inertia,inp,input_dims,input_dims_to_kmeans,input_n_components,input_n_components_to_umap,input_size_gb,k,kmeans_minutes,kmeans_purity,kmeans_seconds,labels_size_gb,layer_num,max_iter,mem_input_gb,mem_output_gb,mem_total_gb,memory_estimate_input_size_gb,memory_estimate_output_size_gb,memory_estimate_total_gb,metric,min_dist,n_components,n_features,n_neighbors,n_samples,nmi,original_pca_n_components_before_slice,out,out_dir,output_size_gb,pc1_pc2_cum_variance_pct,pc1_variance_pct,pc2_variance_pct,pca2d_seconds,pca_components_size_gb,pca_explained_variance_pct,pca_input_size_gb,pca_output_size_gb,pca_path,pca_seconds,pca_total_gpu_gb,precision,purity,random_state,reduction_type,save_every,silhouette_2d,silhouette_2d_euclidean,skipped_n_components,source_path,split,total_gb,total_gpu_gb,umap_duration_seconds,umap_metric,umap_minutes,umap_n_neighbors,umap_seconds,umap_source_reduction_type,zca_components_size_gb,zca_explained_variance_pct,zca_input_size_gb,zca_output_size_gb,zca_seconds,zca_total_gpu_gb
kmeans_on_umap_from_sliced_s15,2025-06-05 02:16:47.636,gpu,,2.2351741790771484e-08,,,,,,,,,1339112.25,,,2,,35,0.004098951816558838,3,0.004195040666672867,,0.251702440000372,0.002049475908279419,9,300,,,,,,,,,,,,,0.005456709475549497,50,,,,,,,,,,,,,,,,0.3796732539370937,42,umap,,,,15,,,0.006148450076580048,,,manhattan,,15,,pca,,,,,,
umap_on_sliced_s15,2025-06-05 02:16:16.669,,,,,,,,snli,,,,,,35,,35,,,,,,,,9,,,,,,,,manhattan,0.1,,,15,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip15/layer_9,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_9/pca_snli_50_layer9_first_15_skipped.parquet,,,,,,pca,,,,15,,,,,,,,,11.411873912991723,,,,,,,
kmeans_on_umap_from_sliced_s15,2025-06-05 02:15:40.771,gpu,,2.2351741790771484e-08,,,,,,,,,2300651.0,,,2,,35,0.004098951816558838,3,0.002035563899941432,,0.12213383399648592,0.002049475908279419,9,300,,,,,,,,,,,,,0.0038450599022457786,50,,,,,,,,,,,,,,,,0.36814371301022264,42,umap,,,,15,,,0.006148450076580048,,,euclidean,,15,,pca,,,,,,
umap_on_sliced_s15,2025-06-05 02:15:11.698,,,,,,,,snli,,,,,,35,,35,,,,,,,,9,,,,,,,,euclidean,0.1,,,15,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip15/layer_9,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_9/pca_snli_50_layer9_first_15_skipped.parquet,,,,,,pca,,,,15,,,,,,,,,9.708693833003053,,,,,,,
kmeans_on_umap_from_sliced_s10,2025-06-05 01:18:55.463,gpu,,2.2351741790771484e-08,,,,,,,,,1542151.5,,,2,,40,0.004098951816558838,3,0.004464508783227453,,0.2678705269936472,0.002049475908279419,12,300,,,,,,,,,,,,,0.00026533058991245345,50,,,,,,,,,,,,,,,,0.3397715540432462,42,umap,,,,10,,,0.006148450076580048,,,manhattan,,100,,pca,,,,,,
umap_on_sliced_s10,2025-06-05 01:18:21.237,,,,,,,,snli,,,,,,40,,40,,,,,,,,12,,,,,,,,manhattan,0.1,,,100,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip10/layer_12,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_12/pca_snli_50_layer12_first_10_skipped.parquet,,,,,,pca,,,,10,,,,,,,,,14.402974049997283,,,,,,,
kmeans_on_umap_from_sliced_s10,2025-06-05 01:17:45.415,gpu,,2.2351741790771484e-08,,,,,,,,,1661550.375,,,2,,40,0.004098951816558838,3,0.002753247299794263,,0.16519483798765577,0.002049475908279419,12,300,,,,,,,,,,,,,0.00026604403072510324,50,,,,,,,,,,,,,,,,0.342258139568701,42,umap,,,,10,,,0.006148450076580048,,,euclidean,,100,,pca,,,,,,
umap_on_sliced_s10,2025-06-05 01:17:08.391,,,,,,,,snli,,,,,,40,,40,,,,,,,,12,,,,,,,,euclidean,0.1,,,100,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip10/layer_12,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_12/pca_snli_50_layer12_first_10_skipped.parquet,,,,,,pca,,,,10,,,,,,,,,17.351445688982494,,,,,,,
kmeans_on_umap_from_sliced_s10,2025-06-05 01:16:31.627,gpu,,2.2351741790771484e-08,,,,,,,,,2585619.25,,,2,,40,0.004098951816558838,3,0.003933857566638229,,0.23603145399829373,0.002049475908279419,12,300,,,,,,,,,,,,,0.00026468680855078647,50,,,,,,,,,,,,,,,,0.3414329130858381,42,umap,,,,10,,,0.006148450076580048,,,manhattan,,15,,pca,,,,,,
umap_on_sliced_s10,2025-06-05 01:16:03.029,,,,,,,,snli,,,,,,40,,40,,,,,,,,12,,,,,,,,manhattan,0.1,,,15,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip10/layer_12,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_12/pca_snli_50_layer12_first_10_skipped.parquet,,,,,,pca,,,,10,,,,,,,,,8.99740602998645,,,,,,,
kmeans_on_umap_from_sliced_s10,2025-06-05 01:15:26.520,gpu,,2.2351741790771484e-08,,,,,,,,,2504530.25,,,2,,40,0.004098951816558838,3,0.0021215218162979,,0.127291308977874,0.002049475908279419,12,300,,,,,,,,,,,,,0.00024488236114543585,50,,,,,,,,,,,,,,,,0.3416037749567392,42,umap,,,,10,,,0.006148450076580048,,,euclidean,,15,,pca,,,,,,
umap_on_sliced_s10,2025-06-05 01:14:57.008,,,,,,,,snli,,,,,,40,,40,,,,,,,,12,,,,,,,,euclidean,0.1,,,15,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip10/layer_12,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_12/pca_snli_50_layer12_first_10_skipped.parquet,,,,,,pca,,,,10,,,,,,,,,10.27315453600022,,,,,,,
kmeans_on_umap_from_sliced_s10,2025-06-05 01:14:13.888,gpu,,2.2351741790771484e-08,,,,,,,,,1751705.5,,,2,,40,0.004098951816558838,3,0.0020959782336528103,,0.12575869401916862,0.002049475908279419,12,300,,,,,,,,,,,,,0.0004197862998831726,50,,,,,,,,,,,,,,,,0.34542635489828266,42,umap,,,,10,,,0.006148450076580048,,,euclidean,,100,,zca,,,,,,
umap_on_sliced_s10,2025-06-05 01:13:36.573,,,,,,,,snli,,,,,,40,,40,,,,,,,,12,,,,,,,,euclidean,0.1,,,100,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip10/layer_12,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_12/zca_snli_50_layer12_first_10_skipped.parquet,,,,,,zca,,,,10,,,,,,,,,17.866642634995515,,,,,,,
kmeans_on_umap_from_sliced_s10,2025-06-05 01:13:00.666,gpu,,2.2351741790771484e-08,,,,,,,,,3010532.75,,,2,,40,0.004098951816558838,3,0.0030236497501997897,,0.1814189850119874,0.002049475908279419,12,300,,,,,,,,,,,,,0.00034041080345940586,50,,,,,,,,,,,,,,,,0.3419436810190638,42,umap,,,,10,,,0.006148450076580048,,,euclidean,,15,,zca,,,,,,
umap_on_sliced_s10,2025-06-05 01:12:31.815,,,,,,,,snli,,,,,,40,,40,,,,,,,,12,,,,,,,,euclidean,0.1,,,15,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip10/layer_12,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_12/zca_snli_50_layer12_first_10_skipped.parquet,,,,,,zca,,,,10,,,,,,,,,9.30560037898249,,,,,,,
kmeans_on_umap_from_sliced_s10,2025-06-05 01:11:49.435,gpu,,2.2351741790771484e-08,,,,,,,,,1572998.125,,,2,,40,0.004098951816558838,3,0.0025728623998778253,,0.1543717439926695,0.002049475908279419,11,300,,,,,,,,,,,,,0.0003040118822052017,50,,,,,,,,,,,,,,,,0.3415237970597217,42,umap,,,,10,,,0.006148450076580048,,,manhattan,,100,,pca,,,,,,
umap_on_sliced_s10,2025-06-05 01:11:14.771,,,,,,,,snli,,,,,,40,,40,,,,,,,,11,,,,,,,,manhattan,0.1,,,100,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip10/layer_11,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_11/pca_snli_50_layer11_first_10_skipped.parquet,,,,,,pca,,,,10,,,,,,,,,14.895686906995252,,,,,,,
kmeans_on_umap_from_sliced_s10,2025-06-05 01:10:38.855,gpu,,2.2351741790771484e-08,,,,,,,,,1468741.875,,,2,,40,0.004098951816558838,3,0.002308288449906589,,0.13849730699439533,0.002049475908279419,11,300,,,,,,,,,,,,,0.00011962933989038509,50,,,,,,,,,,,,,,,,0.33881000159955793,42,umap,,,,10,,,0.006148450076580048,,,euclidean,,100,,pca,,,,,,
umap_on_sliced_s10,2025-06-05 01:10:01.212,,,,,,,,snli,,,,,,40,,40,,,,,,,,11,,,,,,,,euclidean,0.1,,,100,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip10/layer_11,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_11/pca_snli_50_layer11_first_10_skipped.parquet,,,,,,pca,,,,10,,,,,,,,,18.352872303978074,,,,,,,
kmeans_on_umap_from_sliced_s10,2025-06-05 01:09:25.359,gpu,,2.2351741790771484e-08,,,,,,,,,2047242.75,,,2,,40,0.004098951816558838,3,0.00212336511661609,,0.1274019069969654,0.002049475908279419,11,300,,,,,,,,,,,,,0.00011315224746668961,50,,,,,,,,,,,,,,,,0.3383301342174526,42,umap,,,,10,,,0.006148450076580048,,,manhattan,,15,,pca,,,,,,
umap_on_sliced_s10,2025-06-05 01:08:55.750,,,,,,,,snli,,,,,,40,,40,,,,,,,,11,,,,,,,,manhattan,0.1,,,15,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip10/layer_11,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_11/pca_snli_50_layer11_first_10_skipped.parquet,,,,,,pca,,,,10,,,,,,,,,10.055447929975344,,,,,,,
kmeans_on_umap_from_sliced_s10,2025-06-05 01:08:19.640,gpu,,2.2351741790771484e-08,,,,,,,,,2289626.75,,,2,,40,0.004098951816558838,3,0.002146305317000952,,0.1287783190200571,0.002049475908279419,11,300,,,,,,,,,,,,,0.00016961511528572508,50,,,,,,,,,,,,,,,,0.34063495179514025,42,umap,,,,10,,,0.006148450076580048,,,euclidean,,15,,pca,,,,,,
umap_on_sliced_s10,2025-06-05 01:07:50.511,,,,,,,,snli,,,,,,40,,40,,,,,,,,11,,,,,,,,euclidean,0.1,,,15,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip10/layer_11,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_11/pca_snli_50_layer11_first_10_skipped.parquet,,,,,,pca,,,,10,,,,,,,,,9.824563286994817,,,,,,,
kmeans_on_umap_from_sliced_s10,2025-06-05 01:07:08.231,gpu,,2.2351741790771484e-08,,,,,,,,,1697924.125,,,2,,40,0.004098951816558838,3,0.0032870785168294483,,0.1972247110097669,0.002049475908279419,11,300,,,,,,,,,,,,,0.00015282882207327727,50,,,,,,,,,,,,,,,,0.3389299684450843,42,umap,,,,10,,,0.006148450076580048,,,euclidean,,100,,zca,,,,,,
umap_on_sliced_s10,2025-06-05 01:06:29.509,,,,,,,,snli,,,,,,40,,40,,,,,,,,11,,,,,,,,euclidean,0.1,,,100,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip10/layer_11,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_11/zca_snli_50_layer11_first_10_skipped.parquet,,,,,,zca,,,,10,,,,,,,,,19.143841320998035,,,,,,,
kmeans_on_umap_from_sliced_s10,2025-06-05 01:05:53.620,gpu,,2.2351741790771484e-08,,,,,,,,,2295749.5,,,2,,40,0.004098951816558838,3,0.0024357527998896938,,0.14614516799338162,0.002049475908279419,11,300,,,,,,,,,,,,,7.601815722924703e-05,50,,,,,,,,,,,,,,,,0.33740675304279544,42,umap,,,,10,,,0.006148450076580048,,,euclidean,,15,,zca,,,,,,
umap_on_sliced_s10,2025-06-05 01:05:24.246,,,,,,,,snli,,,,,,40,,40,,,,,,,,11,,,,,,,,euclidean,0.1,,,15,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip10/layer_11,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_11/zca_snli_50_layer11_first_10_skipped.parquet,,,,,,zca,,,,10,,,,,,,,,9.892075826006476,,,,,,,
kmeans_on_umap_from_sliced_s10,2025-06-05 01:04:41.826,gpu,,2.2351741790771484e-08,,,,,,,,,983862.4375,,,2,,40,0.004098951816558838,3,0.002543425483357472,,0.1526055290014483,0.002049475908279419,10,300,,,,,,,,,,,,,0.0010733089604748082,50,,,,,,,,,,,,,,,,0.34974152597827507,42,umap,,,,10,,,0.006148450076580048,,,manhattan,,100,,pca,,,,,,
umap_on_sliced_s10,2025-06-05 01:04:08.351,,,,,,,,snli,,,,,,40,,40,,,,,,,,10,,,,,,,,manhattan,0.1,,,100,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip10/layer_10,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_10/pca_snli_50_layer10_first_10_skipped.parquet,,,,,,pca,,,,10,,,,,,,,,14.213755700999172,,,,,,,
kmeans_on_umap_from_sliced_s10,2025-06-05 01:03:32.116,gpu,,2.2351741790771484e-08,,,,,,,,,1211704.75,,,2,,40,0.004098951816558838,3,0.0020096641664470857,,0.12057984998682514,0.002049475908279419,10,300,,,,,,,,,,,,,0.00027949123942423715,50,,,,,,,,,,,,,,,,0.3425398798877401,42,umap,,,,10,,,0.006148450076580048,,,euclidean,,100,,pca,,,,,,
umap_on_sliced_s10,2025-06-05 01:02:55.238,,,,,,,,snli,,,,,,40,,40,,,,,,,,10,,,,,,,,euclidean,0.1,,,100,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip10/layer_10,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_10/pca_snli_50_layer10_first_10_skipped.parquet,,,,,,pca,,,,10,,,,,,,,,17.39763600900187,,,,,,,
kmeans_on_umap_from_sliced_s10,2025-06-05 01:02:19.463,gpu,,2.2351741790771484e-08,,,,,,,,,1953533.0,,,2,,40,0.004098951816558838,3,0.002665166616498027,,0.15990999698988162,0.002049475908279419,10,300,,,,,,,,,,,,,0.0001399616219340938,50,,,,,,,,,,,,,,,,0.3401587197719903,42,umap,,,,10,,,0.006148450076580048,,,manhattan,,15,,pca,,,,,,
umap_on_sliced_s10,2025-06-05 01:01:48.380,,,,,,,,snli,,,,,,40,,40,,,,,,,,10,,,,,,,,manhattan,0.1,,,15,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip10/layer_10,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_10/pca_snli_50_layer10_first_10_skipped.parquet,,,,,,pca,,,,10,,,,,,,,,11.418619019998005,,,,,,,
kmeans_on_umap_from_sliced_s10,2025-06-05 01:01:12.869,gpu,,2.2351741790771484e-08,,,,,,,,,1878117.375,,,2,,40,0.004098951816558838,3,0.004913867767027113,,0.2948320660216268,0.002049475908279419,10,300,,,,,,,,,,,,,0.000508868548400261,50,,,,,,,,,,,,,,,,0.3445520510695226,42,umap,,,,10,,,0.006148450076580048,,,euclidean,,15,,pca,,,,,,
umap_on_sliced_s10,2025-06-05 01:00:42.987,,,,,,,,snli,,,,,,40,,40,,,,,,,,10,,,,,,,,euclidean,0.1,,,15,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip10/layer_10,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_10/pca_snli_50_layer10_first_10_skipped.parquet,,,,,,pca,,,,10,,,,,,,,,10.333557860023575,,,,,,,
kmeans_on_umap_from_sliced_s10,2025-06-05 01:00:00.436,gpu,,2.2351741790771484e-08,,,,,,,,,1276141.625,,,2,,40,0.004098951816558838,3,0.003150400750261421,,0.18902404501568526,0.002049475908279419,10,300,,,,,,,,,,,,,0.0002412919513448972,50,,,,,,,,,,,,,,,,0.3405186203085693,42,umap,,,,10,,,0.006148450076580048,,,euclidean,,100,,zca,,,,,,
umap_on_sliced_s10,2025-06-05 00:59:23.305,,,,,,,,snli,,,,,,40,,40,,,,,,,,10,,,,,,,,euclidean,0.1,,,100,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip10/layer_10,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_10/zca_snli_50_layer10_first_10_skipped.parquet,,,,,,zca,,,,10,,,,,,,,,17.54929974899278,,,,,,,
kmeans_on_umap_from_sliced_s10,2025-06-05 00:58:47.915,gpu,,2.2351741790771484e-08,,,,,,,,,1803344.375,,,2,,40,0.004098951816558838,3,0.0030593465999118052,,0.18356079599470831,0.002049475908279419,10,300,,,,,,,,,,,,,0.0010407252287625078,50,,,,,,,,,,,,,,,,0.3524189678488854,42,umap,,,,10,,,0.006148450076580048,,,euclidean,,15,,zca,,,,,,
umap_on_sliced_s10,2025-06-05 00:58:16.972,,,,,,,,snli,,,,,,40,,40,,,,,,,,10,,,,,,,,euclidean,0.1,,,15,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip10/layer_10,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_10/zca_snli_50_layer10_first_10_skipped.parquet,,,,,,zca,,,,10,,,,,,,,,11.515264655987266,,,,,,,
kmeans_on_umap_from_sliced_s10,2025-06-05 00:57:34.049,gpu,,2.2351741790771484e-08,,,,,,,,,1474191.0,,,2,,40,0.004098951816558838,3,0.002020425883529242,,0.12122555301175453,0.002049475908279419,9,300,,,,,,,,,,,,,0.0007086641731975438,50,,,,,,,,,,,,,,,,0.3444520786982507,42,umap,,,,10,,,0.006148450076580048,,,euclidean,,100,,zca,,,,,,
umap_on_sliced_s10,2025-06-05 00:56:55.753,,,,,,,,snli,,,,,,40,,40,,,,,,,,9,,,,,,,,euclidean,0.1,,,100,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip10/layer_9,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_9/zca_snli_50_layer9_first_10_skipped.parquet,,,,,,zca,,,,10,,,,,,,,,17.67925499100238,,,,,,,
kmeans_on_umap_from_sliced_s10,2025-06-05 00:56:20.047,gpu,,2.2351741790771484e-08,,,,,,,,,1737043.25,,,2,,40,0.004098951816558838,3,0.003466921816774023,,0.20801530900644138,0.002049475908279419,9,300,,,,,,,,,,,,,0.0013019743344421496,50,,,,,,,,,,,,,,,,0.3552363710392764,42,umap,,,,10,,,0.006148450076580048,,,euclidean,,15,,zca,,,,,,
umap_on_sliced_s10,2025-06-05 00:55:50.468,,,,,,,,snli,,,,,,40,,40,,,,,,,,9,,,,,,,,euclidean,0.1,,,15,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip10/layer_9,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_9/zca_snli_50_layer9_first_10_skipped.parquet,,,,,,zca,,,,10,,,,,,,,,9.765726123005152,,,,,,,
kmeans_on_umap_from_sliced_s10,2025-06-05 00:55:08.269,gpu,,2.2351741790771484e-08,,,,,,,,,1240953.25,,,2,,40,0.004098951816558838,3,0.0021829923333522554,,0.13097954000113532,0.002049475908279419,9,300,,,,,,,,,,,,,0.0003155376502075513,50,,,,,,,,,,,,,,,,0.34174373627651994,42,umap,,,,10,,,0.006148450076580048,,,manhattan,,100,,pca,,,,,,
umap_on_sliced_s10,2025-06-05 00:54:34.678,,,,,,,,snli,,,,,,40,,40,,,,,,,,9,,,,,,,,manhattan,0.1,,,100,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip10/layer_9,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_9/pca_snli_50_layer9_first_10_skipped.parquet,,,,,,pca,,,,10,,,,,,,,,14.277310687000863,,,,,,,
kmeans_on_umap_from_sliced_s10,2025-06-05 00:53:58.779,gpu,,2.2351741790771484e-08,,,,,,,,,1259913.875,,,2,,40,0.004098951816558838,3,0.0037051272496076613,,0.22230763497645967,0.002049475908279419,9,300,,,,,,,,,,,,,0.0002713910402320158,50,,,,,,,,,,,,,,,,0.3412529628175486,42,umap,,,,10,,,0.006148450076580048,,,euclidean,,100,,pca,,,,,,
umap_on_sliced_s10,2025-06-05 00:53:22.098,,,,,,,,snli,,,,,,40,,40,,,,,,,,9,,,,,,,,euclidean,0.1,,,100,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip10/layer_9,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_9/pca_snli_50_layer9_first_10_skipped.parquet,,,,,,pca,,,,10,,,,,,,,,17.30332541099051,,,,,,,
kmeans_on_umap_from_sliced_s10,2025-06-05 00:52:46.325,gpu,,2.2351741790771484e-08,,,,,,,,,2043680.625,,,2,,40,0.004098951816558838,3,0.005102182766616655,,0.3061309659969993,0.002049475908279419,9,300,,,,,,,,,,,,,0.0004291370905711365,50,,,,,,,,,,,,,,,,0.34615160900987363,42,umap,,,,10,,,0.006148450076580048,,,manhattan,,15,,pca,,,,,,
umap_on_sliced_s10,2025-06-05 00:52:16.440,,,,,,,,snli,,,,,,40,,40,,,,,,,,9,,,,,,,,manhattan,0.1,,,15,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip10/layer_9,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_9/pca_snli_50_layer9_first_10_skipped.parquet,,,,,,pca,,,,10,,,,,,,,,10.082543373020599,,,,,,,
kmeans_on_umap_from_sliced_s10,2025-06-05 00:51:40.962,gpu,,2.2351741790771484e-08,,,,,,,,,1743323.625,,,2,,40,0.004098951816558838,3,0.003097070350001256,,0.18582422100007534,0.002049475908279419,9,300,,,,,,,,,,,,,0.0002171140236336636,50,,,,,,,,,,,,,,,,0.33978246012011226,42,umap,,,,10,,,0.006148450076580048,,,euclidean,,15,,pca,,,,,,
umap_on_sliced_s10,2025-06-05 00:51:10.712,,,,,,,,snli,,,,,,40,,40,,,,,,,,9,,,,,,,,euclidean,0.1,,,15,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip10/layer_9,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_9/pca_snli_50_layer9_first_10_skipped.parquet,,,,,,pca,,,,10,,,,,,,,,10.615129804005846,,,,,,,
kmeans_on_umap_from_sliced_s5,2025-06-05 00:45:45.747,gpu,,2.2351741790771484e-08,,,,,,,,,2280646.75,,,2,,45,0.004098951816558838,3,0.0030837380332134974,,0.18502428199280985,0.002049475908279419,12,300,,,,,,,,,,,,,3.649584980423482e-05,50,,,,,,,,,,,,,,,,0.3363197807151478,42,umap,,,,5,,,0.006148450076580048,,,manhattan,,100,,pca,,,,,,
umap_on_sliced_s5,2025-06-05 00:45:07.985,,,,,,,,snli,,,,,,45,,45,,,,,,,,12,,,,,,,,manhattan,0.1,,,100,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip5/layer_12,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_12/pca_snli_50_layer12_first_5_skipped.parquet,,,,,,pca,,,,5,,,,,,,,,17.592749700997956,,,,,,,
kmeans_on_umap_from_sliced_s5,2025-06-05 00:44:31.694,gpu,,2.2351741790771484e-08,,,,,,,,,2564889.0,,,2,,45,0.004098951816558838,3,0.0021395428004325366,,0.1283725680259522,0.002049475908279419,12,300,,,,,,,,,,,,,4.2796319430679385e-05,50,,,,,,,,,,,,,,,,0.336750570751356,42,umap,,,,5,,,0.006148450076580048,,,euclidean,,100,,pca,,,,,,
umap_on_sliced_s5,2025-06-05 00:43:52.446,,,,,,,,snli,,,,,,45,,45,,,,,,,,12,,,,,,,,euclidean,0.1,,,100,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip5/layer_12,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_12/pca_snli_50_layer12_first_5_skipped.parquet,,,,,,pca,,,,5,,,,,,,,,19.322900308005046,,,,,,,
kmeans_on_umap_from_sliced_s5,2025-06-05 00:43:16.618,gpu,,2.2351741790771484e-08,,,,,,,,,3987501.25,,,2,,45,0.004098951816558838,3,0.0017570876501849853,,0.10542525901109912,0.002049475908279419,12,300,,,,,,,,,,,,,1.1659660344647935e-05,50,,,,,,,,,,,,,,,,0.334918349837863,42,umap,,,,5,,,0.006148450076580048,,,manhattan,,15,,pca,,,,,,
umap_on_sliced_s5,2025-06-05 00:42:45.699,,,,,,,,snli,,,,,,45,,45,,,,,,,,12,,,,,,,,manhattan,0.1,,,15,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip5/layer_12,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_12/pca_snli_50_layer12_first_5_skipped.parquet,,,,,,pca,,,,5,,,,,,,,,11.243342465022579,,,,,,,
kmeans_on_umap_from_sliced_s5,2025-06-05 00:42:09.926,gpu,,2.2351741790771484e-08,,,,,,,,,4376325.0,,,2,,45,0.004098951816558838,3,0.0029523418668153073,,0.17714051200891845,0.002049475908279419,12,300,,,,,,,,,,,,,8.147294931500876e-05,50,,,,,,,,,,,,,,,,0.3380902005264,42,umap,,,,5,,,0.006148450076580048,,,euclidean,,15,,pca,,,,,,
umap_on_sliced_s5,2025-06-05 00:41:40.634,,,,,,,,snli,,,,,,45,,45,,,,,,,,12,,,,,,,,euclidean,0.1,,,15,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip5/layer_12,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_12/pca_snli_50_layer12_first_5_skipped.parquet,,,,,,pca,,,,5,,,,,,,,,9.628767369984416,,,,,,,
kmeans_on_umap_from_sliced_s3,2025-06-05 00:41:04.464,gpu,,2.2351741790771484e-08,,,,,,,,,2593041.5,,,2,,47,0.004098951816558838,3,0.0038570084332604894,,0.23142050599562936,0.002049475908279419,12,300,,,,,,,,,,,,,2.1974008684977908e-05,50,,,,,,,,,,,,,,,,0.3349601564658494,42,umap,,,,3,,,0.006148450076580048,,,manhattan,,100,,pca,,,,,,
umap_on_sliced_s3,2025-06-05 00:40:27.613,,,,,,,,snli,,,,,,47,,47,,,,,,,,12,,,,,,,,manhattan,0.1,,,100,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip3/layer_12,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_12/pca_snli_50_layer12_first_3_skipped.parquet,,,,,,pca,,,,3,,,,,,,,,17.022991067991825,,,,,,,
kmeans_on_umap_from_sliced_s3,2025-06-05 00:39:51.385,gpu,,2.2351741790771484e-08,,,,,,,,,2659883.75,,,2,,47,0.004098951816558838,3,0.002917949882976245,,0.1750769929785747,0.002049475908279419,12,300,,,,,,,,,,,,,1.2284151365723295e-05,50,,,,,,,,,,,,,,,,0.33482383050502407,42,umap,,,,3,,,0.006148450076580048,,,euclidean,,100,,pca,,,,,,
