experiment_name,start_time,backend,batch_size,centers_size_gb,components_size_gb,cuml_accel_active,cuml_accel_error,cuml_accel_install_called,dataset,device,effective_batch_size,explained_variance_pct,inertia,inp,input_dims,input_dims_to_kmeans,input_n_components,input_n_components_to_umap,input_size_gb,k,kmeans_minutes,kmeans_purity,kmeans_seconds,labels_size_gb,layer_num,max_iter,mem_input_gb,mem_output_gb,mem_total_gb,memory_estimate_input_size_gb,memory_estimate_output_size_gb,memory_estimate_total_gb,metric,min_dist,n_components,n_features,n_neighbors,n_samples,nmi,original_pca_n_components_before_slice,out,out_dir,output_size_gb,pc1_pc2_cum_variance_pct,pc1_variance_pct,pc2_variance_pct,pca2d_seconds,pca_components_size_gb,pca_explained_variance_pct,pca_input_size_gb,pca_output_size_gb,pca_path,pca_seconds,pca_total_gpu_gb,precision,purity,random_state,reduction_type,save_every,silhouette_2d,silhouette_2d_euclidean,skipped_n_components,source_path,split,total_gb,total_gpu_gb,umap_duration_seconds,umap_metric,umap_minutes,umap_n_neighbors,umap_seconds,umap_source_reduction_type,zca_components_size_gb,zca_explained_variance_pct,zca_input_size_gb,zca_output_size_gb,zca_seconds,zca_total_gpu_gb
umap_on_sliced_s3,2025-06-05 00:39:13.858,,,,,,,,snli,,,,,,47,,47,,,,,,,,12,,,,,,,,euclidean,0.1,,,100,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip3/layer_12,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_12/pca_snli_50_layer12_first_3_skipped.parquet,,,,,,pca,,,,3,,,,,,,,,17.67988590800087,,,,,,,
kmeans_on_umap_from_sliced_s3,2025-06-05 00:38:38.250,gpu,,2.2351741790771484e-08,,,,,,,,,4562914.0,,,2,,47,0.004098951816558838,3,0.0020351418667511703,,0.12210851200507022,0.002049475908279419,12,300,,,,,,,,,,,,,3.4531402303640934e-05,50,,,,,,,,,,,,,,,,0.33544911224534313,42,umap,,,,3,,,0.006148450076580048,,,manhattan,,15,,pca,,,,,,
umap_on_sliced_s3,2025-06-05 00:38:06.935,,,,,,,,snli,,,,,,47,,47,,,,,,,,12,,,,,,,,manhattan,0.1,,,15,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip3/layer_12,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_12/pca_snli_50_layer12_first_3_skipped.parquet,,,,,,pca,,,,3,,,,,,,,,11.640373954025563,,,,,,,
kmeans_on_umap_from_sliced_s3,2025-06-05 00:37:30.875,gpu,,2.2351741790771484e-08,,,,,,,,,4626296.0,,,2,,47,0.004098951816558838,3,0.002238832016882952,,0.13432992101297714,0.002049475908279419,12,300,,,,,,,,,,,,,7.78315836698764e-06,50,,,,,,,,,,,,,,,,0.33472204045427445,42,umap,,,,3,,,0.006148450076580048,,,euclidean,,15,,pca,,,,,,
umap_on_sliced_s3,2025-06-05 00:37:01.140,,,,,,,,snli,,,,,,47,,47,,,,,,,,12,,,,,,,,euclidean,0.1,,,15,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip3/layer_12,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_12/pca_snli_50_layer12_first_3_skipped.parquet,,,,,,pca,,,,3,,,,,,,,,10.03086841799086,,,,,,,
kmeans_on_umap_from_sliced_s3,2025-06-05 00:36:11.990,gpu,,2.2351741790771484e-08,,,,,,,,,14419799.0,,,2,,2,0.004098951816558838,3,0.004982592017040588,,0.2989555210224353,0.002049475908279419,12,300,,,,,,,,,,,,,1.4392843690136262e-05,5,,,,,,,,,,,,,,,,0.33484927801771147,42,umap,,,,3,,,0.006148450076580048,,,euclidean,,100,,zca,,,,,,
umap_on_sliced_s3,2025-06-05 00:35:35.258,,,,,,,,snli,,,,,,2,,2,,,,,,,,12,,,,,,,,euclidean,0.1,,,100,,,5,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip3/layer_12,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_12/zca_snli_5_layer12_first_3_skipped.parquet,,,,,,zca,,,,3,,,,,,,,,18.152474939997774,,,,,,,
kmeans_on_umap_from_sliced_s3,2025-06-05 00:34:58.976,gpu,,2.2351741790771484e-08,,,,,,,,,12190790.0,,,2,,2,0.004098951816558838,3,0.005509598466839331,,0.33057590801035985,0.002049475908279419,12,300,,,,,,,,,,,,,1.3186070227048144e-05,5,,,,,,,,,,,,,,,,0.3347947476333813,42,umap,,,,3,,,0.006148450076580048,,,euclidean,,15,,zca,,,,,,
umap_on_sliced_s3,2025-06-05 00:34:35.476,,,,,,,,snli,,,,,,2,,2,,,,,,,,12,,,,,,,,euclidean,0.1,,,15,,,5,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip3/layer_12,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_12/zca_snli_5_layer12_first_3_skipped.parquet,,,,,,zca,,,,3,,,,,,,,,4.893272529996466,,,,,,,
kmeans_on_umap_from_sliced_s3,2025-06-05 00:33:57.537,gpu,,2.2351741790771484e-08,,,,,,,,,14018825.0,,,2,,2,0.004098951816558838,3,0.004088665583306768,,0.2453199349984061,0.002049475908279419,12,300,,,,,,,,,,,,,1.4447824116508804e-05,5,,,,,,,,,,,,,,,,0.3346529686341229,42,umap,,,,3,,,0.006148450076580048,,,manhattan,,100,,pca,,,,,,
umap_on_sliced_s3,2025-06-05 00:33:23.435,,,,,,,,snli,,,,,,2,,2,,,,,,,,12,,,,,,,,manhattan,0.1,,,100,,,5,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip3/layer_12,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_12/pca_snli_5_layer12_first_3_skipped.parquet,,,,,,pca,,,,3,,,,,,,,,15.620630838995567,,,,,,,
kmeans_on_umap_from_sliced_s3,2025-06-05 00:32:47.175,gpu,,2.2351741790771484e-08,,,,,,,,,13999337.0,,,2,,2,0.004098951816558838,3,0.003919667316464862,,0.23518003898789175,0.002049475908279419,12,300,,,,,,,,,,,,,5.527824260030703e-05,5,,,,,,,,,,,,,,,,0.33718499614651953,42,umap,,,,3,,,0.006148450076580048,,,euclidean,,100,,pca,,,,,,
umap_on_sliced_s3,2025-06-05 00:32:10.138,,,,,,,,snli,,,,,,2,,2,,,,,,,,12,,,,,,,,euclidean,0.1,,,100,,,5,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip3/layer_12,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_12/pca_snli_5_layer12_first_3_skipped.parquet,,,,,,pca,,,,3,,,,,,,,,18.19406346202595,,,,,,,
kmeans_on_umap_from_sliced_s3,2025-06-05 00:31:33.718,gpu,,2.2351741790771484e-08,,,,,,,,,11956791.0,,,2,,2,0.004098951816558838,3,0.004145712650400432,,0.24874275902402587,0.002049475908279419,12,300,,,,,,,,,,,,,7.4336013561134225e-06,5,,,,,,,,,,,,,,,,0.33415128909828556,42,umap,,,,3,,,0.006148450076580048,,,manhattan,,15,,pca,,,,,,
umap_on_sliced_s3,2025-06-05 00:31:08.106,,,,,,,,snli,,,,,,2,,2,,,,,,,,12,,,,,,,,manhattan,0.1,,,15,,,5,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip3/layer_12,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_12/pca_snli_5_layer12_first_3_skipped.parquet,,,,,,pca,,,,3,,,,,,,,,7.202136200998211,,,,,,,
kmeans_on_umap_from_sliced_s3,2025-06-05 00:30:31.863,gpu,,2.2351741790771484e-08,,,,,,,,,11766353.0,,,2,,2,0.004098951816558838,3,0.006312295783330531,,0.37873774699983187,0.002049475908279419,12,300,,,,,,,,,,,,,1.8373120047361214e-05,5,,,,,,,,,,,,,,,,0.33542730009161104,42,umap,,,,3,,,0.006148450076580048,,,euclidean,,15,,pca,,,,,,
umap_on_sliced_s3,2025-06-05 00:30:08.055,,,,,,,,snli,,,,,,2,,2,,,,,,,,12,,,,,,,,euclidean,0.1,,,15,,,5,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip3/layer_12,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_12/pca_snli_5_layer12_first_3_skipped.parquet,,,,,,pca,,,,3,,,,,,,,,4.84572707299958,,,,,,,
kmeans_on_umap_from_sliced_s5,2025-06-05 00:29:30.727,gpu,,2.2351741790771484e-08,,,,,,,,,2734403.5,,,2,,45,0.004098951816558838,3,0.002119409250250707,,0.12716455501504242,0.002049475908279419,12,300,,,,,,,,,,,,,0.00028312979658308104,50,,,,,,,,,,,,,,,,0.3411947970742631,42,umap,,,,5,,,0.006148450076580048,,,euclidean,,100,,zca,,,,,,
umap_on_sliced_s5,2025-06-05 00:28:52.316,,,,,,,,snli,,,,,,45,,45,,,,,,,,12,,,,,,,,euclidean,0.1,,,100,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip5/layer_12,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_12/zca_snli_50_layer12_first_5_skipped.parquet,,,,,,zca,,,,5,,,,,,,,,18.667720922996523,,,,,,,
kmeans_on_umap_from_sliced_s5,2025-06-05 00:28:16.195,gpu,,2.2351741790771484e-08,,,,,,,,,3613172.0,,,2,,45,0.004098951816558838,3,0.005403567516380766,,0.32421405098284595,0.002049475908279419,12,300,,,,,,,,,,,,,3.382957961652848e-05,50,,,,,,,,,,,,,,,,0.33562542715467725,42,umap,,,,5,,,0.006148450076580048,,,euclidean,,15,,zca,,,,,,
umap_on_sliced_s5,2025-06-05 00:27:46.933,,,,,,,,snli,,,,,,45,,45,,,,,,,,12,,,,,,,,euclidean,0.1,,,15,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip5/layer_12,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_12/zca_snli_50_layer12_first_5_skipped.parquet,,,,,,zca,,,,5,,,,,,,,,9.81848439600435,,,,,,,
kmeans_on_umap_from_sliced_s3,2025-06-05 00:27:11.143,gpu,,2.2351741790771484e-08,,,,,,,,,2063432.875,,,2,,47,0.004098951816558838,3,0.002079222266426465,,0.12475333598558791,0.002049475908279419,12,300,,,,,,,,,,,,,0.00013655743322451143,50,,,,,,,,,,,,,,,,0.3403423053992351,42,umap,,,,3,,,0.006148450076580048,,,euclidean,,100,,zca,,,,,,
umap_on_sliced_s3,2025-06-05 00:26:32.547,,,,,,,,snli,,,,,,47,,47,,,,,,,,12,,,,,,,,euclidean,0.1,,,100,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip3/layer_12,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_12/zca_snli_50_layer12_first_3_skipped.parquet,,,,,,zca,,,,3,,,,,,,,,18.616056256985757,,,,,,,
kmeans_on_umap_from_sliced_s3,2025-06-05 00:25:56.637,gpu,,2.2351741790771484e-08,,,,,,,,,3382502.25,,,2,,47,0.004098951816558838,3,0.0030847197165712716,,0.18508318299427629,0.002049475908279419,12,300,,,,,,,,,,,,,0.000137180903892429,50,,,,,,,,,,,,,,,,0.34033321700184677,42,umap,,,,3,,,0.006148450076580048,,,euclidean,,15,,zca,,,,,,
umap_on_sliced_s3,2025-06-05 00:25:27.083,,,,,,,,snli,,,,,,47,,47,,,,,,,,12,,,,,,,,euclidean,0.1,,,15,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip3/layer_12,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_12/zca_snli_50_layer12_first_3_skipped.parquet,,,,,,zca,,,,3,,,,,,,,,10.075524451996898,,,,,,,
kmeans_on_umap_from_sliced_s3,2025-06-05 00:24:36.537,gpu,,2.2351741790771484e-08,,,,,,,,,13869572.0,,,2,,2,0.004098951816558838,3,0.006093483799971485,,0.3656090279982891,0.002049475908279419,11,300,,,,,,,,,,,,,9.729660056337221e-05,5,,,,,,,,,,,,,,,,0.3383264988584973,42,umap,,,,3,,,0.006148450076580048,,,manhattan,,100,,pca,,,,,,
umap_on_sliced_s3,2025-06-05 00:24:02.626,,,,,,,,snli,,,,,,2,,2,,,,,,,,11,,,,,,,,manhattan,0.1,,,100,,,5,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip3/layer_11,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_11/pca_snli_5_layer11_first_3_skipped.parquet,,,,,,pca,,,,3,,,,,,,,,15.420970306004165,,,,,,,
kmeans_on_umap_from_sliced_s3,2025-06-05 00:23:25.859,gpu,,2.2351741790771484e-08,,,,,,,,,14450863.0,,,2,,2,0.004098951816558838,3,0.004873634366958868,,0.29241806201753207,0.002049475908279419,11,300,,,,,,,,,,,,,5.460369349787079e-05,5,,,,,,,,,,,,,,,,0.3376448690543704,42,umap,,,,3,,,0.006148450076580048,,,euclidean,,100,,pca,,,,,,
umap_on_sliced_s3,2025-06-05 00:22:49.281,,,,,,,,snli,,,,,,2,,2,,,,,,,,11,,,,,,,,euclidean,0.1,,,100,,,5,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip3/layer_11,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_11/pca_snli_5_layer11_first_3_skipped.parquet,,,,,,pca,,,,3,,,,,,,,,18.117331979010487,,,,,,,
kmeans_on_umap_from_sliced_s3,2025-06-05 00:22:13.188,gpu,,2.2351741790771484e-08,,,,,,,,,11989297.0,,,2,,2,0.004098951816558838,3,0.002771733549889177,,0.16630401299335063,0.002049475908279419,11,300,,,,,,,,,,,,,2.3055735924273603e-05,5,,,,,,,,,,,,,,,,0.3353018802076517,42,umap,,,,3,,,0.006148450076580048,,,manhattan,,15,,pca,,,,,,
umap_on_sliced_s3,2025-06-05 00:21:47.307,,,,,,,,snli,,,,,,2,,2,,,,,,,,11,,,,,,,,manhattan,0.1,,,15,,,5,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip3/layer_11,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_11/pca_snli_5_layer11_first_3_skipped.parquet,,,,,,pca,,,,3,,,,,,,,,7.204002274986124,,,,,,,
kmeans_on_umap_from_sliced_s3,2025-06-05 00:21:11.041,gpu,,2.2351741790771484e-08,,,,,,,,,11983512.0,,,2,,2,0.004098951816558838,3,0.005632739616460943,,0.3379643769876566,0.002049475908279419,11,300,,,,,,,,,,,,,1.3625811418057437e-05,5,,,,,,,,,,,,,,,,0.3350764879524204,42,umap,,,,3,,,0.006148450076580048,,,euclidean,,15,,pca,,,,,,
umap_on_sliced_s3,2025-06-05 00:20:47.493,,,,,,,,snli,,,,,,2,,2,,,,,,,,11,,,,,,,,euclidean,0.1,,,15,,,5,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip3/layer_11,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_11/pca_snli_5_layer11_first_3_skipped.parquet,,,,,,pca,,,,3,,,,,,,,,4.959916791995056,,,,,,,
kmeans_on_umap_from_sliced_s5,2025-06-05 00:20:09.907,gpu,,2.2351741790771484e-08,,,,,,,,,1851115.5,,,2,,45,0.004098951816558838,3,0.0030427993503205166,,0.182567961019231,0.002049475908279419,11,300,,,,,,,,,,,,,8.021429960436482e-05,50,,,,,,,,,,,,,,,,0.3374558303886926,42,umap,,,,5,,,0.006148450076580048,,,manhattan,,100,,pca,,,,,,
umap_on_sliced_s5,2025-06-05 00:19:33.437,,,,,,,,snli,,,,,,45,,45,,,,,,,,11,,,,,,,,manhattan,0.1,,,100,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip5/layer_11,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_11/pca_snli_50_layer11_first_5_skipped.parquet,,,,,,pca,,,,5,,,,,,,,,16.676628541987156,,,,,,,
kmeans_on_umap_from_sliced_s5,2025-06-05 00:18:57.739,gpu,,2.2351741790771484e-08,,,,,,,,,2184551.25,,,2,,45,0.004098951816558838,3,0.002068950533187793,,0.12413703199126758,0.002049475908279419,11,300,,,,,,,,,,,,,0.0001370137789085234,50,,,,,,,,,,,,,,,,0.33965522255667524,42,umap,,,,5,,,0.006148450076580048,,,euclidean,,100,,pca,,,,,,
umap_on_sliced_s5,2025-06-05 00:18:20.512,,,,,,,,snli,,,,,,45,,45,,,,,,,,11,,,,,,,,euclidean,0.1,,,100,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip5/layer_11,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_11/pca_snli_50_layer11_first_5_skipped.parquet,,,,,,pca,,,,5,,,,,,,,,17.798795148002682,,,,,,,
kmeans_on_umap_from_sliced_s5,2025-06-05 00:17:44.629,gpu,,2.2351741790771484e-08,,,,,,,,,2411745.0,,,2,,45,0.004098951816558838,3,0.0034053443669108674,,0.20432066201465204,0.002049475908279419,11,300,,,,,,,,,,,,,5.896045731826845e-05,50,,,,,,,,,,,,,,,,0.3380374878215475,42,umap,,,,5,,,0.006148450076580048,,,manhattan,,15,,pca,,,,,,
umap_on_sliced_s5,2025-06-05 00:17:13.175,,,,,,,,snli,,,,,,45,,45,,,,,,,,11,,,,,,,,manhattan,0.1,,,15,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip5/layer_11,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_11/pca_snli_50_layer11_first_5_skipped.parquet,,,,,,pca,,,,5,,,,,,,,,11.723725411982741,,,,,,,
kmeans_on_umap_from_sliced_s5,2025-06-05 00:16:36.515,gpu,,2.2351741790771484e-08,,,,,,,,,2958758.25,,,2,,45,0.004098951816558838,3,0.0026925078166338307,,0.16155046899802983,0.002049475908279419,11,300,,,,,,,,,,,,,0.00018825368420284967,50,,,,,,,,,,,,,,,,0.3400623827596737,42,umap,,,,5,,,0.006148450076580048,,,euclidean,,15,,pca,,,,,,
umap_on_sliced_s5,2025-06-05 00:16:06.229,,,,,,,,snli,,,,,,45,,45,,,,,,,,11,,,,,,,,euclidean,0.1,,,15,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip5/layer_11,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_11/pca_snli_50_layer11_first_5_skipped.parquet,,,,,,pca,,,,5,,,,,,,,,10.230367034993833,,,,,,,
kmeans_on_umap_from_sliced_s3,2025-06-05 00:15:30.637,gpu,,2.2351741790771484e-08,,,,,,,,,1895376.5,,,2,,47,0.004098951816558838,3,0.0038350379167241045,,0.23010227500344627,0.002049475908279419,11,300,,,,,,,,,,,,,0.00022064197622302594,50,,,,,,,,,,,,,,,,0.34021143247684277,42,umap,,,,3,,,0.006148450076580048,,,manhattan,,100,,pca,,,,,,
umap_on_sliced_s3,2025-06-05 00:14:52.916,,,,,,,,snli,,,,,,47,,47,,,,,,,,11,,,,,,,,manhattan,0.1,,,100,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip3/layer_11,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_11/pca_snli_50_layer11_first_3_skipped.parquet,,,,,,pca,,,,3,,,,,,,,,17.70330098597333,,,,,,,
kmeans_on_umap_from_sliced_s3,2025-06-05 00:14:16.461,gpu,,2.2351741790771484e-08,,,,,,,,,2205646.0,,,2,,47,0.004098951816558838,3,0.0035978493169144107,,0.21587095901486464,0.002049475908279419,11,300,,,,,,,,,,,,,0.000830676351467002,50,,,,,,,,,,,,,,,,0.34651514490540797,42,umap,,,,3,,,0.006148450076580048,,,euclidean,,100,,pca,,,,,,
umap_on_sliced_s3,2025-06-05 00:13:38.171,,,,,,,,snli,,,,,,47,,47,,,,,,,,11,,,,,,,,euclidean,0.1,,,100,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip3/layer_11,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_11/pca_snli_50_layer11_first_3_skipped.parquet,,,,,,pca,,,,3,,,,,,,,,18.67058750599972,,,,,,,
kmeans_on_umap_from_sliced_s3,2025-06-05 00:13:02.236,gpu,,2.2351741790771484e-08,,,,,,,,,2818126.5,,,2,,47,0.004098951816558838,3,0.0042006837165293595,,0.25204102299176157,0.002049475908279419,11,300,,,,,,,,,,,,,0.0002411440965506917,50,,,,,,,,,,,,,,,,0.34016780816937864,42,umap,,,,3,,,0.006148450076580048,,,manhattan,,15,,pca,,,,,,
umap_on_sliced_s3,2025-06-05 00:12:30.188,,,,,,,,snli,,,,,,47,,47,,,,,,,,11,,,,,,,,manhattan,0.1,,,15,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip3/layer_11,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_11/pca_snli_50_layer11_first_3_skipped.parquet,,,,,,pca,,,,3,,,,,,,,,12.24572128499858,,,,,,,
kmeans_on_umap_from_sliced_s3,2025-06-05 00:11:54.446,gpu,,2.2351741790771484e-08,,,,,,,,,3228307.75,,,2,,47,0.004098951816558838,3,0.0037401640836227062,,0.22440984501736239,0.002049475908279419,11,300,,,,,,,,,,,,,0.00044772684793715996,50,,,,,,,,,,,,,,,,0.34337055940903605,42,umap,,,,3,,,0.006148450076580048,,,euclidean,,15,,pca,,,,,,
umap_on_sliced_s3,2025-06-05 00:11:23.253,,,,,,,,snli,,,,,,47,,47,,,,,,,,11,,,,,,,,euclidean,0.1,,,15,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip3/layer_11,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_11/pca_snli_50_layer11_first_3_skipped.parquet,,,,,,pca,,,,3,,,,,,,,,11.470054626988713,,,,,,,
kmeans_on_umap_from_sliced_s5,2025-06-05 00:10:34.496,gpu,,2.2351741790771484e-08,,,,,,,,,1990943.5,,,2,,45,0.004098951816558838,3,0.003047558816615492,,0.18285352899692953,0.002049475908279419,11,300,,,,,,,,,,,,,3.892089986996781e-05,50,,,,,,,,,,,,,,,,0.3360634879087961,42,umap,,,,5,,,0.006148450076580048,,,euclidean,,100,,zca,,,,,,
umap_on_sliced_s5,2025-06-05 00:09:54.913,,,,,,,,snli,,,,,,45,,45,,,,,,,,11,,,,,,,,euclidean,0.1,,,100,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip5/layer_11,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_11/zca_snli_50_layer11_first_5_skipped.parquet,,,,,,zca,,,,5,,,,,,,,,19.991476363007678,,,,,,,
kmeans_on_umap_from_sliced_s5,2025-06-05 00:09:19.232,gpu,,2.2351741790771484e-08,,,,,,,,,2492815.5,,,2,,45,0.004098951816558838,3,0.00231603485008236,,0.1389620910049416,0.002049475908279419,11,300,,,,,,,,,,,,,1.0840845832100628e-05,50,,,,,,,,,,,,,,,,0.3347074990184531,42,umap,,,,5,,,0.006148450076580048,,,euclidean,,15,,zca,,,,,,
umap_on_sliced_s5,2025-06-05 00:08:49.621,,,,,,,,snli,,,,,,45,,45,,,,,,,,11,,,,,,,,euclidean,0.1,,,15,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip5/layer_11,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_11/zca_snli_50_layer11_first_5_skipped.parquet,,,,,,zca,,,,5,,,,,,,,,9.979080730001442,,,,,,,
kmeans_on_umap_from_sliced_s3,2025-06-05 00:08:13.201,gpu,,2.2351741790771484e-08,,,,,,,,,1859217.0,,,2,,47,0.004098951816558838,3,0.002299626316622986,,0.13797757899737917,0.002049475908279419,11,300,,,,,,,,,,,,,8.597149880697087e-05,50,,,,,,,,,,,,,,,,0.3377048524771336,42,umap,,,,3,,,0.006148450076580048,,,euclidean,,100,,zca,,,,,,
umap_on_sliced_s3,2025-06-05 00:07:33.585,,,,,,,,snli,,,,,,47,,47,,,,,,,,11,,,,,,,,euclidean,0.1,,,100,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip3/layer_11,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_11/zca_snli_50_layer11_first_3_skipped.parquet,,,,,,zca,,,,3,,,,,,,,,20.138253245997475,,,,,,,
kmeans_on_umap_from_sliced_s3,2025-06-05 00:06:57.802,gpu,,2.2351741790771484e-08,,,,,,,,,2958903.25,,,2,,47,0.004098951816558838,3,0.0027176755165176777,,0.16306053099106066,0.002049475908279419,11,300,,,,,,,,,,,,,0.00012797079800215883,50,,,,,,,,,,,,,,,,0.3384737308961887,42,umap,,,,3,,,0.006148450076580048,,,euclidean,,15,,zca,,,,,,
umap_on_sliced_s3,2025-06-05 00:06:27.641,,,,,,,,snli,,,,,,47,,47,,,,,,,,11,,,,,,,,euclidean,0.1,,,15,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip3/layer_11,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_11/zca_snli_50_layer11_first_3_skipped.parquet,,,,,,zca,,,,3,,,,,,,,,10.70422834600322,,,,,,,
kmeans_on_umap_from_sliced_s3,2025-06-05 00:05:38.368,gpu,,2.2351741790771484e-08,,,,,,,,,13774599.0,,,2,,2,0.004098951816558838,3,0.003996889966462428,,0.2398133979877457,0.002049475908279419,11,300,,,,,,,,,,,,,2.6405454165190328e-05,5,,,,,,,,,,,,,,,,0.3360071398449883,42,umap,,,,3,,,0.006148450076580048,,,euclidean,,100,,zca,,,,,,
umap_on_sliced_s3,2025-06-05 00:05:02.075,,,,,,,,snli,,,,,,2,,2,,,,,,,,11,,,,,,,,euclidean,0.1,,,100,,,5,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip3/layer_11,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_11/zca_snli_5_layer11_first_3_skipped.parquet,,,,,,zca,,,,3,,,,,,,,,17.84419536299538,,,,,,,
kmeans_on_umap_from_sliced_s3,2025-06-05 00:04:25.103,gpu,,2.2351741790771484e-08,,,,,,,,,12014933.0,,,2,,2,0.004098951816558838,3,0.0025561938833561725,,0.15337163300137036,0.002049475908279419,11,300,,,,,,,,,,,,,9.87306898603373e-06,5,,,,,,,,,,,,,,,,0.334442117814713,42,umap,,,,3,,,0.006148450076580048,,,euclidean,,15,,zca,,,,,,
umap_on_sliced_s3,2025-06-05 00:04:01.484,,,,,,,,snli,,,,,,2,,2,,,,,,,,11,,,,,,,,euclidean,0.1,,,15,,,5,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip3/layer_11,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_11/zca_snli_5_layer11_first_3_skipped.parquet,,,,,,zca,,,,3,,,,,,,,,4.8404787209874485,,,,,,,
kmeans_on_umap_from_sliced_s5,2025-06-05 00:03:23.273,gpu,,2.2351741790771484e-08,,,,,,,,,1331031.25,,,2,,45,0.004098951816558838,3,0.0035299520333258744,,0.21179712199955247,0.002049475908279419,10,300,,,,,,,,,,,,,0.002608888554259931,50,,,,,,,,,,,,,,,,0.35515094010382586,42,umap,,,,5,,,0.006148450076580048,,,manhattan,,100,,pca,,,,,,
umap_on_sliced_s5,2025-06-05 00:02:47.200,,,,,,,,snli,,,,,,45,,45,,,,,,,,10,,,,,,,,manhattan,0.1,,,100,,,50,,data/snli/experiments_on_sliced_pca/umap_on_sliced_skip5/layer_10,,,,,,,,,,data/snli/experiments_on_sliced_pca/sliced_pca_files/layer_10/pca_snli_50_layer10_first_5_skipped.parquet,,,,,,pca,,,,5,,,,,,,,,16.491856517997803,,,,,,,
